,id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,mass,planet_radius,orbital_radius,orbital_period,eccentricity
4315,4315,Kepler-974 b,438.0,3.09 Earths,15.295,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2930/kepler-974-b/,Super Earth,3.09 Earths,1.57 x Earth,0.0419 AU,4.2 days,0.0
4316,4316,Kepler-975 b,1390.0,2.79 Earths,14.633,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4177/kepler-975-b/,Super Earth,2.79 Earths,1.48 x Earth,0.0303 AU,2 days,0.0
4317,4317,Kepler-976 b,3302.0,14.9 Earths,15.861,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4178/kepler-976-b/,Neptune-like,14.9 Earths,0.353 x Jupiter,0.4217 AU,106 days,0.0
4318,4318,Kepler-977 b,1855.0,7.37 Earths,14.754,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5767/kepler-977-b/,Neptune-like,7.37 Earths,0.234 x Jupiter,0.162 AU,26.9 days,0.0
4319,4319,Kepler-978 b,2226.0,9.22 Earths,13.513,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5768/kepler-978-b/,Neptune-like,9.22 Earths,0.267 x Jupiter,0.2726 AU,49.6 days,0.0
4320,4320,Kepler-979 b,1881.0,7.85 Earths,14.882,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2935/kepler-979-b/,Neptune-like,7.85 Earths,0.243 x Jupiter,0.0753 AU,8.1 days,0.0
4321,4321,Kepler-97 b,1308.0,3.51 Earths,12.994,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5017/kepler-97-b/,Super Earth,3.51 Earths,1.48 x Earth,0.0356 AU,2.6 days,0.0
4322,4322,Kepler-97 c,1308.0,1.08 Jupiters,12.994,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1314/kepler-97-c/,Gas Giant,1.08 Jupiters,Unknown,Unknown,2.2 years,0.0
4323,4323,Kepler-980 b,3136.0,7.61 Earths,14.221,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5769/kepler-980-b/,Neptune-like,7.61 Earths,0.238 x Jupiter,0.1005 AU,11.6 days,0.0
4324,4324,Kepler-981 b,2864.0,5.95 Earths,14.875,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5770/kepler-981-b/,Neptune-like,5.95 Earths,0.206 x Jupiter,0.0535 AU,4.5 days,0.0
4325,4325,Kepler-982 b,2614.0,5.69 Earths,13.099,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5771/kepler-982-b/,Neptune-like,5.69 Earths,0.201 x Jupiter,0.1291 AU,15.8 days,0.0
4326,4326,Kepler-983 b,2330.0,6.17 Earths,14.1125,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2971/kepler-983-b/,Neptune-like,6.17 Earths,0.211 x Jupiter,0.3148 AU,60.1 days,0.0
4327,4327,Kepler-984 b,1501.0,5.14 Earths,13.599,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5772/kepler-984-b/,Neptune-like,5.14 Earths,2.12 x Earth,0.2327 AU,43 days,0.0
4328,4328,Kepler-985 b,2216.0,9.17 Earths,14.904,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5773/kepler-985-b/,Neptune-like,9.17 Earths,0.266 x Jupiter,0.4451 AU,116.3 days,0.0
4329,4329,Kepler-986 b,1789.0,6.17 Earths,13.69,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5774/kepler-986-b/,Neptune-like,6.17 Earths,0.211 x Jupiter,0.276 AU,56.4 days,0.0
4330,4330,Kepler-987 b,2982.0,10.7 Earths,15.171,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5775/kepler-987-b/,Neptune-like,10.7 Earths,0.291 x Jupiter,0.4238 AU,105.3 days,0.0
4331,4331,Kepler-988 b,995.0,4.94 Earths,15.578,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2976/kepler-988-b/,Super Earth,4.94 Earths,2.07 x Earth,0.1085 AU,17.8 days,0.0
4332,4332,Kepler-989 b,1605.0,5.52 Earths,14.717,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5776/kepler-989-b/,Neptune-like,5.52 Earths,2.21 x Earth,0.0734 AU,8 days,0.0
4333,4333,Kepler-98 b,1143.0,3.55 Earths,12.996,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5018/kepler-98-b/,Neptune-like,3.55 Earths,1.99 x Earth,0.0256 AU,1.5 days,0.0
4334,4334,Kepler-990 b,2617.0,7.27 Earths,14.716,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5777/kepler-990-b/,Neptune-like,7.27 Earths,0.232 x Jupiter,0.0883 AU,9.9 days,0.0
4335,4335,Kepler-990 c,2617.0,2.96 Earths,14.716,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5778/kepler-990-c/,Super Earth,2.96 Earths,1.53 x Earth,0.0127 AU,0.5 days,0.0
4336,4336,Kepler-991 b,1271.0,6.99 Earths,15.626,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5779/kepler-991-b/,Neptune-like,6.99 Earths,0.227 x Jupiter,0.3104 AU,82.5 days,0.0
4337,4337,Kepler-992 b,847.0,3.26 Earths,13.557,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2981/kepler-992-b/,Super Earth,3.26 Earths,1.62 x Earth,0.1339 AU,20.2 days,0.0
4338,4338,Kepler-993 b,1058.0,9.11 Earths,16.608,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5780/kepler-993-b/,Neptune-like,9.11 Earths,0.265 x Jupiter,0.13 AU,22.1 days,0.0
4339,4339,Kepler-994 b,614.0,3.19 Earths,15.046,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5781/kepler-994-b/,Super Earth,3.19 Earths,1.6 x Earth,0.0177 AU,1.2 days,0.0
4340,4340,Kepler-995 b,1989.0,7.75 Earths,15.173,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5782/kepler-995-b/,Neptune-like,7.75 Earths,0.241 x Jupiter,0.1701 AU,28.3 days,0.0
4341,4341,Kepler-996 b,3968.0,4.58 Earths,14.717,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5783/kepler-996-b/,Super Earth,4.58 Earths,1.98 x Earth,0.0474 AU,3.8 days,0.0
4342,4342,Kepler-997 b,1525.0,2.42 Earths,11.521,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2986/kepler-997-b/,Super Earth,2.42 Earths,1.36 x Earth,0.0397 AU,2.7 days,0.0
4343,4343,Kepler-998 b,3218.0,5.99 Earths,14.463,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5784/kepler-998-b/,Neptune-like,5.99 Earths,0.207 x Jupiter,0.0626 AU,5.7 days,0.0
4344,4344,Kepler-999 b,1778.0,6.08 Earths,12.364,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5785/kepler-999-b/,Neptune-like,6.08 Earths,0.209 x Jupiter,0.0681 AU,6 days,0.0
4345,4345,Kepler-99 b,680.0,6.15 Earths,13.206,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1315/kepler-99-b/,Super Earth,6.15 Earths,1.48 x Earth,0.0503 AU,4.6 days,0.0
4346,4346,Kepler-9 b,2049.0,0.13655 Jupiters,13.922,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1802/kepler-9-b/,Gas Giant,0.13655 Jupiters,0.74 x Jupiter,0.143 AU,19.2 days,0.06
4347,4347,Kepler-9 c,2049.0,29.9 Earths,13.922,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1803/kepler-9-c/,Neptune-like,29.9 Earths,0.721 x Jupiter,0.227 AU,39 days,0.07
4348,4348,Kepler-9 d,2049.0,3.33 Earths,13.922,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1804/kepler-9-d/,Super Earth,3.33 Earths,1.64 x Earth,0.0273 AU,1.6 days,0.0
4349,4349,KIC 10001893 b,5457.0,Unknown,15.829,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7126/kic-10001893-b/,Unknown,Unknown,Unknown,Unknown,0.2 days,0.0
4350,4350,KIC 10001893 c,5457.0,Unknown,15.829,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7127/kic-10001893-c/,Unknown,Unknown,Unknown,Unknown,0.3 days,0.0
4351,4351,KIC 10001893 d,5457.0,Unknown,15.829,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7128/kic-10001893-d/,Unknown,Unknown,Unknown,Unknown,0.8 days,0.0
4352,4352,KIC 10068024 b,2352.0,2 Jupiters,13.144,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7936/kic-10068024-b/,Gas Giant,2 Jupiters,1.19 x Jupiter,Unknown,2.1 days,0.0
4353,4353,KIC 10525077 b,4766.0,25.9 Earths,15.592,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7018/kic-10525077-b/,Neptune-like,25.9 Earths,0.491 x Jupiter,Unknown,2.3 years,0.0
4354,4354,KIC 3558849 b,3966.0,38.1 Earths,14.32,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7083/kic-3558849-b/,Neptune-like,38.1 Earths,0.616 x Jupiter,Unknown,3.6 years,0.0
4355,4355,KIC 5095269 b,3877.0,7.693 Jupiters,13.595,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7541/kic-5095269-b/,Gas Giant,7.693 Jupiters,1.13 x Jupiter,0.8 AU,237.7 days,0.06
4356,4356,KIC 5437945 b,4156.0,33.6 Earths,13.834,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7019/kic-5437945-b/,Neptune-like,33.6 Earths,0.571 x Jupiter,1.1455 AU,440.8 days,0.0
4357,4357,KIC 5479689 b,1484.0,0.5 Jupiters,13.929,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7937/kic-5479689-b/,Gas Giant,0.5 Jupiters,1.27 x Jupiter,Unknown,1.7 days,0.0
4358,4358,KIC 5951458 b,2423.0,35.4 Earths,12.836,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7084/kic-5951458-b/,Neptune-like,35.4 Earths,0.589 x Jupiter,Unknown,3.6 years,0.0
4359,4359,KIC 7917485 b,4511.0,11.8 Jupiters,13.166,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7241/kic-7917485-b/,Gas Giant,11.8 Jupiters,1.1 x Jupiter,Unknown,2.3 years,0.15
4360,4360,KIC 8121913 b,2307.0,2.1 Jupiters,12.38,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7935/kic-8121913-b/,Gas Giant,2.1 Jupiters,1.19 x Jupiter,Unknown,3.3 days,0.0
4361,4361,KIC 8540376 b,3498.0,15.8 Earths,14.411,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4259/kic-8540376-b/,Neptune-like,15.8 Earths,0.366 x Jupiter,Unknown,31.8 days,0.0
4362,4362,KIC 8540376 c,3498.0,6.35 Earths,14.411,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4260/kic-8540376-c/,Neptune-like,6.35 Earths,0.214 x Jupiter,Unknown,75.2 days,0.0
4363,4363,KIC 9663113 b,5202.0,19.2 Earths,14.027,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7085/kic-9663113-b/,Neptune-like,19.2 Earths,0.41 x Jupiter,1.4062 AU,1.6 years,0.0
4364,4364,KMT-2016-BLG-0212L b,20551.0,18 Jupiters,,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7465/kmt-2016-blg-0212l-b/,Gas Giant,18 Jupiters,1.08 x Jupiter,2.2 AU,4.7 years,0.0
4365,4365,KMT-2016-BLG-1107L b,21696.0,3.283 Jupiters,,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6495/kmt-2016-blg-1107l-b/,Gas Giant,3.283 Jupiters,1.17 x Jupiter,0.342 AU,243.5 days,0.0
4366,4366,KMT-2016-BLG-1397L b,21529.0,7 Jupiters,,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6414/kmt-2016-blg-1397l-b/,Gas Giant,7 Jupiters,1.13 x Jupiter,5.1 AU,17.2 years,0.0
4367,4367,KMT-2016-BLG-1820L b,20420.0,4.57 Jupiters,,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6411/kmt-2016-blg-1820l-b/,Gas Giant,4.57 Jupiters,1.15 x Jupiter,1.08 AU,5.6 years,0.0
4368,4368,KMT-2016-BLG-1836L b,23160.0,2.2 Jupiters,,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7603/kmt-2016-blg-1836l-b/,Gas Giant,2.2 Jupiters,1.19 x Jupiter,3.5 AU,9.4 years,0.0
4369,4369,KMT-2016-BLG-2142L b,22867.0,15.49 Jupiters,,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6412/kmt-2016-blg-2142l-b/,Gas Giant,15.49 Jupiters,1.09 x Jupiter,0.83 AU,2.9 years,0.0
4370,4370,KMT-2016-BLG-2364L b,21007.0,3.93 Jupiters,,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7766/kmt-2016-blg-2364l-b/,Gas Giant,3.93 Jupiters,1.16 x Jupiter,2.63 AU,6 years,0.0
4371,4371,KMT-2016-BLG-2397L b,15919.0,2.63 Jupiters,,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7767/kmt-2016-blg-2397l-b/,Gas Giant,2.63 Jupiters,1.18 x Jupiter,3.64 AU,8.7 years,0.0
4372,4372,KMT-2016-BLG-2605L b,20945.0,0.771 Jupiters,,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8043/kmt-2016-blg-2605l-b/,Gas Giant,0.771 Jupiters,1.25 x Jupiter,0.681 AU,2.3 years,0.0
4373,4373,KMT-2017-BLG-0165L b,14777.0,34 Earths,20.86,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7442/kmt-2017-blg-0165l-b/,Neptune-like,34 Earths,0.575 x Jupiter,3.45 AU,7.4 years,0.0
4374,4374,KMT-2017-BLG-1038L b,19572.0,2 Jupiters,,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6504/kmt-2017-blg-1038l-b/,Gas Giant,2 Jupiters,1.19 x Jupiter,1.8 AU,4 years,0.0
4375,4375,KMT-2017-BLG-1146L b,21203.0,0.71 Jupiters,,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6505/kmt-2017-blg-1146l-b/,Gas Giant,0.71 Jupiters,1.25 x Jupiter,1.6 AU,3.5 years,0.0
4376,4376,KMT-2017-BLG-2509L b,22964.0,2.09 Jupiters,,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8411/kmt-2017-blg-2509l-b/,Gas Giant,2.09 Jupiters,1.19 x Jupiter,2.14 AU,4.6 years,0.0
4377,4377,KMT-2018-BLG-0029L b,11026.0,7.59 Earths,,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7637/kmt-2018-blg-0029l-b/,Neptune-like,7.59 Earths,0.238 x Jupiter,4.27 AU,8.3 years,0.0
4378,4378,KMT-2018-BLG-0748L b,23813.0,0.19 Jupiters,,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7754/kmt-2018-blg-0748l-b/,Gas Giant,0.19 Jupiters,0.804 x Jupiter,0.62 AU,1.6 years,0.0
4379,4379,KMT-2018-BLG-1025L b,21872.0,6.059 Earths,,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7987/kmt-2018-blg-1025l-b/,Neptune-like,6.059 Earths,0.208 x Jupiter,1.305 AU,3.2 years,0.0
4380,4380,KMT-2018-BLG-1292L b,11287.0,4.42 Jupiters,,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7638/kmt-2018-blg-1292l-b/,Gas Giant,4.42 Jupiters,1.15 x Jupiter,6.03 AU,14.2 years,0.0
4381,4381,KMT-2018-BLG-1743L b,21148.0,0.245 Jupiters,,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8003/kmt-2018-blg-1743l-b/,Gas Giant,0.245 Jupiters,0.937 x Jupiter,1.449 AU,4 years,0.0
4382,4382,KMT-2018-BLG-1976L b,19050.0,2.22 Jupiters,,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7932/kmt-2018-blg-1976l-b/,Gas Giant,2.22 Jupiters,1.19 x Jupiter,3.54 AU,8.3 years,0.0
4383,4383,KMT-2018-BLG-1988L b,13537.0,5.56 Earths,,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8414/kmt-2018-blg-1988l-b/,Neptune-like,5.56 Earths,2.22 x Earth,3.09 AU,7.9 years,0.0
4384,4384,KMT-2018-BLG-1990L b,3154.0,0.348 Jupiters,,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7522/kmt-2018-blg-1990l-b/,Gas Giant,0.348 Jupiters,1.16 x Jupiter,0.763 AU,2.2 years,0.0
4385,4385,KMT-2018-BLG-1996L b,19278.0,1.09 Jupiters,,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7933/kmt-2018-blg-1996l-b/,Gas Giant,1.09 Jupiters,1.23 x Jupiter,4.27 AU,10.6 years,0.0
4386,4386,KMT-2019-BLG-0371L b,22867.0,7.7 Jupiters,,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7938/kmt-2019-blg-0371l-b/,Gas Giant,7.7 Jupiters,1.13 x Jupiter,0.79 AU,2.3 years,0.0
4387,4387,KMT-2019-BLG-0842L b,10830.0,10.28 Earths,,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7760/kmt-2019-blg-0842l-b/,Neptune-like,10.28 Earths,0.284 x Jupiter,3.31 AU,6.9 years,0.0
4388,4388,KMT-2019-BLG-1339L b,19963.0,1.25 Jupiters,,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7669/kmt-2019-blg-1339l-b/,Gas Giant,1.25 Jupiters,1.22 x Jupiter,2.15 AU,4.6 years,0.0
4389,4389,KMT-2019-BLG-1715L b,12591.0,2.56 Jupiters,,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7986/kmt-2019-blg-1715l-b/,Gas Giant,2.56 Jupiters,1.18 x Jupiter,3.32 AU,7.7 years,0.0
4390,4390,KMT-2019-BLG-1953L b,22964.0,0.64 Jupiters,,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7670/kmt-2019-blg-1953l-b/,Gas Giant,0.64 Jupiters,1.26 x Jupiter,Unknown,365 days,0.0
4391,4391,KMT-2021-BLG-0322L b,21529.0,6.4 Jupiters,,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8379/kmt-2021-blg-0322l-b/,Gas Giant,6.4 Jupiters,1.13 x Jupiter,Unknown,365 days,0.0
4392,4392,KMT-2021-BLG-0912L b,18137.0,2.81 Earths,,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8410/kmt-2021-blg-0912l-b/,Super Earth,2.81 Earths,1.49 x Earth,3.14 AU,6.2 years,0.0
4393,4393,KOI-1257 b,2140.0,1.45 Jupiters,14.818,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5255/koi-1257-b/,Gas Giant,1.45 Jupiters,0.94 x Jupiter,0.382 AU,86.6 days,0.77
4394,4394,KOI-12 b,1303.0,1.1 Jupiters,11.51,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5568/koi-12-b/,Gas Giant,1.1 Jupiters,1.23 x Jupiter,0.154 AU,17.9 days,0.34
4395,4395,KOI-13 b,1693.0,9.28 Jupiters,9.791,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1812/koi-13-b/,Gas Giant,9.28 Jupiters,1.512 x Jupiter,0.03641 AU,1.8 days,0.0
4396,4396,KOI-142 b,1229.0,9.5 Earths,13.209,2013,https://exoplanets.nasa.gov/exoplanet-catalog/1217/koi-142-b/,Neptune-like,9.5 Earths,0.307 x Jupiter,0.098 AU,10.9 days,0.06
4397,4397,KOI-142 c,1229.0,0.674 Jupiters,13.209,2013,https://exoplanets.nasa.gov/exoplanet-catalog/1218/koi-142-c/,Gas Giant,0.674 Jupiters,1.25 x Jupiter,0.15525 AU,22.3 days,0.06
4398,4398,KOI-1599.01,3691.0,4.6 Earths,14.795,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6513/koi-159901/,Super Earth,4.6 Earths,1.9 x Earth,0.14728 AU,20.4 days,0.01
4399,4399,KOI-1599.02,3691.0,9 Earths,14.795,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6512/koi-159902/,Super Earth,9 Earths,1.9 x Earth,0.112293 AU,13.6 days,0.01
4400,4400,KOI-1783.01,2824.0,0.22339 Jupiters,13.978,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7620/koi-178301/,Gas Giant,0.22339 Jupiters,0.79 x Jupiter,0.5135 AU,134.5 days,0.0
4401,4401,KOI-1783.02,2824.0,15 Earths,13.978,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7618/koi-178302/,Neptune-like,15 Earths,0.485 x Jupiter,0.8453 AU,284.2 days,0.0
4402,4402,KOI-1831 d,1636.0,2.23 Earths,14.222,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7892/koi-1831-d/,Super Earth,2.23 Earths,1.13 x Earth,0.1949 AU,34.2 days,0.0
4403,4403,KOI-1833 d,947.0,11.02 Earths,14.626,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7894/koi-1833-d/,Super Earth,11.02 Earths,0.23 x Jupiter,0.0634 AU,7.7 days,0.0
4404,4404,KOI-217 b,2984.0,Unknown,15.257,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1198/koi-217-b/,Gas Giant,Unknown,1.11 x Jupiter,0.0477 AU,3.9 days,0.0
4405,4405,KOI-3503 b,2894.0,9.2 Earths,13.831,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7893/koi-3503-b/,Super Earth,9.2 Earths,1.19 x Earth,0.1462 AU,21.2 days,0.0
4406,4406,KOI-3503 c,2894.0,10.36 Earths,13.831,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7895/koi-3503-c/,Super Earth,10.36 Earths,1.21 x Earth,0.1911 AU,31.8 days,0.0
4407,4407,KOI-3680 b,3008.0,1.93 Jupiters,14.616,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6437/koi-3680-b/,Gas Giant,1.93 Jupiters,0.99 x Jupiter,0.534 AU,141.2 days,0.5
4408,4408,KOI-4777.01,562.0,0.31212 Jupiters,16.413,2014,https://exoplanets.nasa.gov/exoplanet-catalog/8376/koi-477701/,Gas Giant,0.31212 Jupiters,0.51 x Earth,0.008 AU,0.4 days,0.0
4409,4409,KOI-55 b,4016.0,0.44 Earths,15.154,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1196/koi-55-b/,Terrestrial,0.44 Earths,0.759 x Earth,0.006 AU,0.2 days,0.0
4410,4410,KOI-55 c,4016.0,0.655 Earths,15.154,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1197/koi-55-c/,Terrestrial,0.655 Earths,0.867 x Earth,0.0076 AU,0.3 days,0.0
4411,4411,KOI-94 b,1556.0,10.5 Earths,12.314,2013,https://exoplanets.nasa.gov/exoplanet-catalog/1298/koi-94-b/,Super Earth,10.5 Earths,1.71 x Earth,0.05119 AU,3.7 days,0.25
4412,4412,KOI-94 c,1556.0,15.6 Earths,12.314,2013,https://exoplanets.nasa.gov/exoplanet-catalog/5835/koi-94-c/,Neptune-like,15.6 Earths,0.385 x Jupiter,0.1013 AU,10.4 days,0.43
4413,4413,KOI-94 d,1556.0,0.334 Jupiters,12.314,2013,https://exoplanets.nasa.gov/exoplanet-catalog/4890/koi-94-d/,Gas Giant,0.334 Jupiters,1.005 x Jupiter,0.1684 AU,22.3 days,0.02
4414,4414,KOI-94 e,1556.0,35 Earths,12.314,2013,https://exoplanets.nasa.gov/exoplanet-catalog/1299/koi-94-e/,Neptune-like,35 Earths,0.585 x Jupiter,0.3046 AU,54.3 days,0.02
4415,4415,KPS-1 b,857.0,1.09 Jupiters,12.97,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6293/kps-1-b/,Gas Giant,1.09 Jupiters,1.03 x Jupiter,0.0269 AU,1.7 days,0.0
4416,4416,L 168-9 b,82.0,4.6 Earths,11.005,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7586/l-168-9-b/,Super Earth,4.6 Earths,1.39 x Earth,0.02091 AU,1.4 days,< 0.21
4417,4417,L 98-59 b,35.0,0.4 Earths,11.685,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7411/l-98-59-b/,Terrestrial,0.4 Earths,0.85 x Earth,0.02191 AU,2.3 days,0.1
4418,4418,L 98-59 c,35.0,2.22 Earths,11.685,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7412/l-98-59-c/,Super Earth,2.22 Earths,1.385 x Earth,0.0304 AU,3.7 days,0.1
4419,4419,L 98-59 d,35.0,1.94 Earths,11.685,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7413/l-98-59-d/,Super Earth,1.94 Earths,1.521 x Earth,0.0486 AU,7.5 days,0.07
4420,4420,L 98-59 e,35.0,3.06 Earths,11.685,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7965/l-98-59-e/,Super Earth,3.06 Earths,1.56 x Earth,0.0717 AU,12.8 days,0.13
4421,4421,LHS 1140 b,49.0,6.38 Earths,14.15,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7215/lhs-1140-b/,Super Earth,6.38 Earths,1.635 x Earth,0.0957 AU,24.7 days,< 0.096
4422,4422,LHS 1140 c,49.0,1.76 Earths,14.15,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7352/lhs-1140-c/,Super Earth,1.76 Earths,1.169 x Earth,0.02734 AU,3.8 days,< 0.274
4423,4423,LHS 1478 b,59.0,2.33 Earths,13.304,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7855/lhs-1478-b/,Super Earth,2.33 Earths,1.242 x Earth,0.01848 AU,1.9 days,0.0
4424,4424,LHS 1678 b,65.0,0.35 Earths,12.6,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8026/lhs-1678-b/,Terrestrial,0.35 Earths,0.696 x Earth,0.01251 AU,0.9 days,< 0.25
4425,4425,LHS 1678 c,65.0,1.4 Earths,12.6,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8027/lhs-1678-c/,Super Earth,1.4 Earths,0.982 x Earth,0.0331 AU,3.7 days,< 0.22
4426,4426,LHS 1815 b,97.0,8.7 Earths,12.167,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7601/lhs-1815-b/,Super Earth,8.7 Earths,1.088 x Earth,0.0404 AU,3.8 days,0.0
4427,4427,LHS 3844 b,49.0,2.25 Earths,15.24,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7349/lhs-3844-b/,Super Earth,2.25 Earths,1.303 x Earth,0.00622 AU,0.5 days,0.0
4428,4428,LkCa 15 b,516.0,Unknown,12.025,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7093/lkca-15-b/,Unknown,Unknown,Unknown,14.7 AU,Infinity years,0.0
4429,4429,LkCa 15 c,516.0,Unknown,12.025,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7094/lkca-15-c/,Unknown,Unknown,Unknown,18.6 AU,Infinity years,0.0
4430,4430,LP 714-47 b,172.0,30.8 Earths,12.492,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7777/lp-714-47-b/,Neptune-like,30.8 Earths,0.419 x Jupiter,0.0417 AU,4.1 days,0.04
4431,4431,LP 791-18 b,86.0,1.46 Earths,16.91,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7524/lp-791-18-b/,Super Earth,1.46 Earths,1.12 x Earth,0.00969 AU,0.9 days,0.0
4432,4432,LP 791-18 c,86.0,5.95 Earths,16.91,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7525/lp-791-18-c/,Neptune-like,5.95 Earths,0.206 x Jupiter,0.029392 AU,5 days,0.0
