id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink
3653,Kepler-486 b,1423,0.265 Jupiters,14.615,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5608/kepler-486-b/
3654,Kepler-487 b,2846,Unknown,14.882,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5609/kepler-487-b/
3655,Kepler-487 c,2846,7.65 Earths,14.882,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5610/kepler-487-c/
3656,Kepler-487 d,2846,8.12 Earths,14.882,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8210/kepler-487-d/
3657,Kepler-488 b,3736,124 Jupiters,14.868,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5611/kepler-488-b/
3658,Kepler-489 b,1206,0.145 Jupiters,14.221,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5612/kepler-489-b/
3659,Kepler-48 b,1001,3.94 Earths,13.174,2012,https://exoplanets.nasa.gov/exoplanet-catalog/4910/kepler-48-b/
3660,Kepler-48 c,1001,14.61 Earths,13.174,2012,https://exoplanets.nasa.gov/exoplanet-catalog/1916/kepler-48-c/
3661,Kepler-48 d,1001,7.93 Earths,13.174,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1917/kepler-48-d/
3662,Kepler-48 e,1001,2.067 Jupiters,13.174,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1918/kepler-48-e/
3663,Kepler-490 b,4968,Unknown,14.843,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5613/kepler-490-b/
3664,Kepler-491 b,2058,0.186 Jupiters,14.178,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5614/kepler-491-b/
3665,Kepler-492 b,1918,0.21 Jupiters,14.644,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5689/kepler-492-b/
3666,Kepler-493 b,5695,118 Jupiters,15.268,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5690/kepler-493-b/
3667,Kepler-494 b,2447,0.127 Jupiters,14.287,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5691/kepler-494-b/
3668,Kepler-495 b,2149,23.8 Earths,14.942,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2906/kepler-495-b/
3669,Kepler-495 c,2149,1.98 Earths,14.942,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8209/kepler-495-c/
3670,Kepler-496 b,1974,5.99 Earths,15.106,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5692/kepler-496-b/
3671,Kepler-497 b,4214,30.4 Earths,14.95,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5693/kepler-497-b/
3672,Kepler-498 b,3063,9.43 Earths,14.349,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5694/kepler-498-b/
3673,Kepler-499 b,1816,5.35 Earths,14.63,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5695/kepler-499-b/
3674,Kepler-49 b,1015,8 Earths,15.655,2012,https://exoplanets.nasa.gov/exoplanet-catalog/1919/kepler-49-b/
3675,Kepler-49 c,1015,5.9 Earths,15.655,2012,https://exoplanets.nasa.gov/exoplanet-catalog/4911/kepler-49-c/
3676,Kepler-49 d,1015,3.19 Earths,15.655,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1920/kepler-49-d/
3677,Kepler-49 e,1015,3.05 Earths,15.655,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1921/kepler-49-e/
3678,Kepler-4 b,1592,24.472 Earths,12.285,2009,https://exoplanets.nasa.gov/exoplanet-catalog/4803/kepler-4-b/
3679,Kepler-500 b,2634,7.18 Earths,14.324,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3041/kepler-500-b/
3680,Kepler-501 b,3671,17.1 Earths,14.886,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5696/kepler-501-b/
3681,Kepler-501 c,3671,3.47 Earths,14.886,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8188/kepler-501-c/
3682,Kepler-502 b,5190,20.4 Earths,15.136,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5697/kepler-502-b/
3683,Kepler-504 b,323,3.15 Earths,15.143,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5699/kepler-504-b/
3684,Kepler-505 b,924,7.27 Earths,15.607,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3046/kepler-505-b/
3685,Kepler-506 b,745,7.9 Earths,11.094,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5700/kepler-506-b/
3686,Kepler-507 b,1278,2.24 Earths,12.197,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5804/kepler-507-b/
3687,Kepler-508 b,1059,3.33 Earths,11.592,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5805/kepler-508-b/
3688,Kepler-509 b,1084,6.76 Earths,11.848,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5806/kepler-509-b/
3689,Kepler-50 b,816,8.9 Earths,10.544,2012,https://exoplanets.nasa.gov/exoplanet-catalog/1922/kepler-50-b/
3690,Kepler-50 c,816,8.2 Earths,10.544,2012,https://exoplanets.nasa.gov/exoplanet-catalog/4912/kepler-50-c/
3691,Kepler-510 b,1260,6.66 Earths,12.067,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5807/kepler-510-b/
3692,Kepler-511 b,2127,33.1 Earths,12.711,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5809/kepler-511-b/
3693,Kepler-511 c,2127,16.5 Earths,12.711,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8282/kepler-511-c/
3694,Kepler-512 b,1525,7.7 Earths,12.728,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5810/kepler-512-b/
3695,Kepler-513 b,1527,5.48 Earths,13.019,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5811/kepler-513-b/
3696,Kepler-514 b,1485,3.61 Earths,12.273,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5812/kepler-514-b/
3697,Kepler-515 b,832,2.73 Earths,12.913,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5813/kepler-515-b/
3698,Kepler-516 b,2241,27.9 Earths,12.121,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5814/kepler-516-b/
3699,Kepler-517 b,946,7.61 Earths,12.372,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5815/kepler-517-b/
3700,Kepler-518 b,1102,5.1 Earths,12.573,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5816/kepler-518-b/
3701,Kepler-519 b,804,5.06 Earths,12.77,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5817/kepler-519-b/
3702,Kepler-51 b,2557,2.1 Earths,14.885,2012,https://exoplanets.nasa.gov/exoplanet-catalog/1923/kepler-51-b/
3703,Kepler-51 c,2557,4 Earths,14.885,2012,https://exoplanets.nasa.gov/exoplanet-catalog/1924/kepler-51-c/
3704,Kepler-51 d,2557,7.6 Earths,14.885,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1925/kepler-51-d/
3705,Kepler-520 b,2035,3.39 Earths,12.798,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5818/kepler-520-b/
3706,Kepler-520 c,2035,1.24 Earths,12.798,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5819/kepler-520-c/
3707,Kepler-521 b,2710,10.2 Earths,12.94,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5820/kepler-521-b/
3708,Kepler-522 b,2085,38.2 Earths,12.22,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5821/kepler-522-b/
3709,Kepler-523 b,826,4.5 Earths,12.588,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5822/kepler-523-b/
3710,Kepler-524 b,3452,4.31 Earths,14.082,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5902/kepler-524-b/
3711,Kepler-524 c,3452,0.84 Earths,14.082,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5903/kepler-524-c/
3712,Kepler-525 b,3239,7.41 Earths,13.613,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5904/kepler-525-b/
3713,Kepler-526 b,2173,4.62 Earths,13.194,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5905/kepler-526-b/
3714,Kepler-527 b,2447,8.45 Earths,13.471,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5906/kepler-527-b/
3715,Kepler-528 b,2558,4.98 Earths,14.064,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5907/kepler-528-b/
3716,Kepler-529 b,2606,4.12 Earths,13.779,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5908/kepler-529-b/
3717,Kepler-529 c,2606,4.66 Earths,13.779,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5909/kepler-529-c/
3718,Kepler-529 d,2606,8.22 Earths,13.779,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8286/kepler-529-d/
3719,Kepler-52 b,1049,0.42476 Jupiters,15.513,2012,https://exoplanets.nasa.gov/exoplanet-catalog/4913/kepler-52-b/
3720,Kepler-52 c,1049,0.14284 Jupiters,15.513,2012,https://exoplanets.nasa.gov/exoplanet-catalog/1926/kepler-52-c/
3721,Kepler-52 d,1049,4.46 Earths,15.513,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1927/kepler-52-d/
3722,Kepler-530 b,1493,9.32 Earths,13.502,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5910/kepler-530-b/
3723,Kepler-531 b,825,8.15 Earths,13.566,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5911/kepler-531-b/
3724,Kepler-532 b,1020,7.13 Earths,13.74,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5912/kepler-532-b/
3725,Kepler-533 b,988,11.4 Earths,14.128,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2948/kepler-533-b/
3726,Kepler-534 b,1861,5.65 Earths,13.387,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5913/kepler-534-b/
3727,Kepler-534 c,1861,2.02 Earths,13.387,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8225/kepler-534-c/
3728,Kepler-535 b,2236,6.17 Earths,13.209,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5914/kepler-535-b/
3729,Kepler-536 b,1508,9.8 Earths,14.032,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5915/kepler-536-b/
3730,Kepler-537 b,1433,2.57 Earths,13.173,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5916/kepler-537-b/
3731,Kepler-538 b,509,10.6 Earths,11.27,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2953/kepler-538-b/
3732,Kepler-539 b,1002,0.97 Jupiters,12.444,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5917/kepler-539-b/
3733,Kepler-539 c,1002,2.4 Jupiters,12.444,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2295/kepler-539-c/
3734,Kepler-53 b,4456,0.34925 Jupiters,15.367,2012,https://exoplanets.nasa.gov/exoplanet-catalog/1928/kepler-53-b/
3735,Kepler-53 c,4456,36 Earths,15.367,2012,https://exoplanets.nasa.gov/exoplanet-catalog/4914/kepler-53-c/
3736,Kepler-53 d,4456,5.14 Earths,15.367,2014,https://exoplanets.nasa.gov/exoplanet-catalog/355/kepler-53-d/
3737,Kepler-540 b,1273,7.8 Earths,12.293,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5918/kepler-540-b/
3738,Kepler-541 b,3460,11.2 Earths,13.383,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5919/kepler-541-b/
3739,Kepler-542 b,1422,3.09 Earths,13.606,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2957/kepler-542-b/
3740,Kepler-543 b,724,6.8 Earths,13.598,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5920/kepler-543-b/
3741,Kepler-544 b,3142,5.14 Earths,13.667,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5921/kepler-544-b/
3742,Kepler-545 b,2668,7.7 Earths,14.205,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5923/kepler-545-b/
3743,Kepler-546 b,3326,39.1 Earths,14.325,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5924/kepler-546-b/
3744,Kepler-547 b,1236,15.1 Earths,14.48,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2963/kepler-547-b/
3745,Kepler-548 b,2452,Unknown,15.266,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5925/kepler-548-b/
3746,Kepler-549 b,2072,11 Earths,14.805,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5926/kepler-549-b/
3747,Kepler-549 c,2072,8.91 Earths,14.805,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5927/kepler-549-c/
3748,Kepler-54 b,886,21.5 Earths,16.282,2012,https://exoplanets.nasa.gov/exoplanet-catalog/356/kepler-54-b/
3749,Kepler-54 c,886,19.8 Earths,16.282,2012,https://exoplanets.nasa.gov/exoplanet-catalog/357/kepler-54-c/
3750,Kepler-54 d,886,2.96 Earths,16.282,2014,https://exoplanets.nasa.gov/exoplanet-catalog/358/kepler-54-d/
3751,Kepler-550 b,1735,17.9 Earths,14.626,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5928/kepler-550-b/
3752,Kepler-551 b,1015,7.9 Earths,15.278,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2968/kepler-551-b/
3753,Kepler-552 b,2752,14.8 Earths,14.476,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5929/kepler-552-b/
3754,Kepler-553 b,2376,19.4 Earths,15.034,2016,https://exoplanets.nasa.gov/exoplanet-catalog/6008/kepler-553-b/
3755,Kepler-553 c,2376,Unknown,15.034,2016,https://exoplanets.nasa.gov/exoplanet-catalog/6009/kepler-553-c/
3756,Kepler-554 b,2252,17 Earths,14.49,2016,https://exoplanets.nasa.gov/exoplanet-catalog/6013/kepler-554-b/
3757,Kepler-555 b,3174,8.4 Earths,14.448,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3049/kepler-555-b/
3758,Kepler-556 b,2201,5.65 Earths,14.316,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5702/kepler-556-b/
3759,Kepler-557 b,6841,7.61 Earths,14.723,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5703/kepler-557-b/
3760,Kepler-558 b,2159,6.21 Earths,14.899,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5704/kepler-558-b/
3761,Kepler-559 b,2534,12.7 Earths,14.863,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3053/kepler-559-b/
3762,Kepler-55 b,1888,0.135 Jupiters,15.746,2012,https://exoplanets.nasa.gov/exoplanet-catalog/4915/kepler-55-b/
3763,Kepler-55 c,1888,0.22 Jupiters,15.746,2012,https://exoplanets.nasa.gov/exoplanet-catalog/359/kepler-55-c/
3764,Kepler-55 d,1888,3.15 Earths,15.746,2014,https://exoplanets.nasa.gov/exoplanet-catalog/360/kepler-55-d/
3765,Kepler-55 e,1888,3.02 Earths,15.746,2014,https://exoplanets.nasa.gov/exoplanet-catalog/361/kepler-55-e/
3766,Kepler-55 f,1888,3.15 Earths,15.746,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4916/kepler-55-f/
3767,Kepler-560 b,357,3.61 Earths,15.66,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5705/kepler-560-b/
3768,Kepler-561 b,2027,38.7 Earths,14.427,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5706/kepler-561-b/
3769,Kepler-561 c,2027,7.65 Earths,14.427,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5707/kepler-561-c/
3770,Kepler-562 b,3238,23.7 Earths,14.908,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5708/kepler-562-b/
3771,Kepler-563 b,1844,9.75 Earths,14.901,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3058/kepler-563-b/
3772,Kepler-564 b,2815,19.4 Earths,14.883,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5709/kepler-564-b/
3773,Kepler-565 b,3396,12.9 Earths,15.231,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5710/kepler-565-b/
3774,Kepler-566 b,1841,5.27 Earths,15.217,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5711/kepler-566-b/
3775,Kepler-567 b,1823,5.69 Earths,14.827,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5712/kepler-567-b/
3776,Kepler-568 b,426,5.73 Earths,15.216,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3063/kepler-568-b/
3777,Kepler-569 b,2082,10.1 Earths,14.244,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5713/kepler-569-b/
3778,Kepler-56 b,2978,22.1 Earths,12.598,2012,https://exoplanets.nasa.gov/exoplanet-catalog/362/kepler-56-b/
3779,Kepler-56 c,2978,0.57 Jupiters,12.598,2012,https://exoplanets.nasa.gov/exoplanet-catalog/363/kepler-56-c/
3780,Kepler-56 d,2978,5.61 Jupiters,12.598,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3400/kepler-56-d/
3781,Kepler-570 b,1853,6.57 Earths,14.451,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5714/kepler-570-b/
3782,Kepler-571 b,2361,7.46 Earths,14.951,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5716/kepler-571-b/
3783,Kepler-572 b,1646,7.18 Earths,14.679,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5795/kepler-572-b/
3784,Kepler-573 b,2517,8.2 Earths,14.292,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2750/kepler-573-b/
3785,Kepler-574 b,2228,6.3 Earths,14.671,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5796/kepler-574-b/
3786,Kepler-575 b,2786,6.3 Earths,14.864,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5797/kepler-575-b/
3787,Kepler-576 b,2014,10.7 Earths,14.627,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5798/kepler-576-b/
3788,Kepler-577 b,1710,7.04 Earths,15.155,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2754/kepler-577-b/
3789,Kepler-578 b,1766,4.66 Earths,14.578,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5799/kepler-578-b/
3790,Kepler-579 b,1731,4.66 Earths,14.552,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5800/kepler-579-b/
3791,Kepler-57 b,2101,0.36183 Jupiters,15.017,2012,https://exoplanets.nasa.gov/exoplanet-catalog/364/kepler-57-b/
3792,Kepler-57 c,2101,9.1 Earths,15.017,2012,https://exoplanets.nasa.gov/exoplanet-catalog/4917/kepler-57-c/
3793,Kepler-580 b,1057,7.13 Earths,15.308,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5802/kepler-580-b/
3794,Kepler-581 b,2296,7.41 Earths,14.701,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5803/kepler-581-b/
3795,Kepler-582 b,2000,13.1 Earths,15.097,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2760/kepler-582-b/
3796,Kepler-583 b,2829,5.82 Earths,14.883,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1981/kepler-583-b/
3797,Kepler-584 b,6031,16.5 Earths,14.973,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1982/kepler-584-b/
3798,Kepler-585 b,1909,8.4 Earths,14.188,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1983/kepler-585-b/
3799,Kepler-586 b,2263,8.2 Earths,14.435,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1985/kepler-586-b/
3800,Kepler-587 b,2570,5.6 Earths,15.011,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1986/kepler-587-b/
3801,Kepler-588 b,3945,7.41 Earths,14.8,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1987/kepler-588-b/
3802,Kepler-589 b,1999,5.77 Earths,14.775,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1988/kepler-589-b/
3803,Kepler-589 c,1999,1.45 Earths,14.775,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8130/kepler-589-c/
3804,Kepler-58 b,3162,35.5 Earths,15.086,2012,https://exoplanets.nasa.gov/exoplanet-catalog/365/kepler-58-b/
3805,Kepler-58 c,3162,0.16676 Jupiters,15.086,2012,https://exoplanets.nasa.gov/exoplanet-catalog/366/kepler-58-c/
3806,Kepler-58 d,3162,8.96 Earths,15.086,2014,https://exoplanets.nasa.gov/exoplanet-catalog/367/kepler-58-d/
3807,Kepler-590 b,4638,15.2 Earths,14.554,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1989/kepler-590-b/
3808,Kepler-591 b,2561,11.4 Earths,14.628,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1990/kepler-591-b/
3809,Kepler-592 b,3762,6.3 Earths,14.846,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1991/kepler-592-b/
3810,Kepler-593 b,3176,8.6 Earths,14.622,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1992/kepler-593-b/
3811,Kepler-594 b,2509,5.39 Earths,14.906,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1993/kepler-594-b/
3812,Kepler-595 b,2097,17.4 Earths,15.067,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1994/kepler-595-b/
3813,Kepler-595 c,2097,3.3 Earths,15.067,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7773/kepler-595-c/
3814,Kepler-596 b,3340,11.8 Earths,14.128,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1995/kepler-596-b/
3815,Kepler-597 b,2164,6.21 Earths,14.12,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1996/kepler-597-b/
3816,Kepler-598 b,2222,2.86 Earths,14.829,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1997/kepler-598-b/
3817,Kepler-598 c,2222,9.4 Earths,14.829,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7696/kepler-598-c/
3818,Kepler-599 b,1822,8.45 Earths,15.067,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1998/kepler-599-b/
3819,Kepler-59 b,3794,1.37 Earths,14.467,2012,https://exoplanets.nasa.gov/exoplanet-catalog/368/kepler-59-b/
3820,Kepler-59 c,3794,4.58 Earths,14.467,2012,https://exoplanets.nasa.gov/exoplanet-catalog/4918/kepler-59-c/
3821,Kepler-5 b,2935,2.111 Jupiters,13.325,2009,https://exoplanets.nasa.gov/exoplanet-catalog/1799/kepler-5-b/
3822,Kepler-600 b,2022,8.75 Earths,14.846,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1999/kepler-600-b/
3823,Kepler-601 b,1353,4.27 Earths,14.151,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2000/kepler-601-b/
3824,Kepler-602 b,3782,5.02 Earths,14.72,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2001/kepler-602-b/
3825,Kepler-603 b,5022,7.51 Earths,14.969,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4551/kepler-603-b/
3826,Kepler-603 c,5022,34.5 Earths,14.969,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4552/kepler-603-c/
3827,Kepler-603 d,5022,2.3 Earths,14.969,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4553/kepler-603-d/
3828,Kepler-604 b,3348,7.22 Earths,14.791,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4554/kepler-604-b/
3829,Kepler-605 b,1816,2.67 Earths,14.376,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4555/kepler-605-b/
3830,Kepler-605 c,1816,0.566 Earths,14.376,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4556/kepler-605-c/
3831,Kepler-606 b,3964,11 Earths,14.895,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4557/kepler-606-b/
3832,Kepler-607 b,1693,0.59 Earths,14.672,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4558/kepler-607-b/
3833,Kepler-607 c,1693,8.05 Earths,14.672,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8089/kepler-607-c/
3834,Kepler-608 b,3088,12.9 Earths,14.84,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4559/kepler-608-b/
3835,Kepler-609 b,3477,11.2 Earths,14.96,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2011/kepler-609-b/
3836,Kepler-60 b,3344,4.19 Earths,13.95,2012,https://exoplanets.nasa.gov/exoplanet-catalog/369/kepler-60-b/
3837,Kepler-60 c,3344,3.85 Earths,13.95,2012,https://exoplanets.nasa.gov/exoplanet-catalog/370/kepler-60-c/
3838,Kepler-60 d,3344,4.16 Earths,13.95,2012,https://exoplanets.nasa.gov/exoplanet-catalog/371/kepler-60-d/
3839,Kepler-610 b,2759,16.3 Earths,14.816,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4560/kepler-610-b/
3840,Kepler-610 c,2759,10.9 Earths,14.816,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4561/kepler-610-c/
3841,Kepler-611 b,4552,3.36 Earths,14.734,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4563/kepler-611-b/
3842,Kepler-612 b,4715,8.45 Earths,15.191,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4565/kepler-612-b/
3843,Kepler-613 b,2810,5.86 Earths,14.795,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2018/kepler-613-b/
3844,Kepler-614 b,1722,6.3 Earths,14.81,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4566/kepler-614-b/
3845,Kepler-615 b,1076,3.68 Earths,14.623,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4567/kepler-615-b/
3846,Kepler-616 b,3085,6.48 Earths,15.021,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4568/kepler-616-b/
3847,Kepler-616 c,3085,11.5 Earths,15.021,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4569/kepler-616-c/
3848,Kepler-616 d,3085,7.52 Earths,15.021,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8116/kepler-616-d/
3849,Kepler-617 b,565,2.3 Earths,15.549,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2023/kepler-617-b/
3850,Kepler-618 b,3986,7.27 Earths,15.087,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4570/kepler-618-b/
3851,Kepler-619 b,2938,10.1 Earths,14.84,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4571/kepler-619-b/
3852,Kepler-619 c,2938,3.5 Earths,14.84,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4572/kepler-619-c/
3853,Kepler-61 b,1093,5.27 Earths,15.277,2013,https://exoplanets.nasa.gov/exoplanet-catalog/4919/kepler-61-b/
3854,Kepler-620 b,4421,11 Earths,14.844,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4573/kepler-620-b/
3855,Kepler-621 b,1269,5.9 Earths,15.22,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2028/kepler-621-b/
3856,Kepler-622 b,929,5.18 Earths,15.052,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4574/kepler-622-b/
3857,Kepler-623 b,2406,9.32 Earths,15.028,2016,https://exoplanets.nasa.gov/exoplanet-catalog/6026/kepler-623-b/
3858,Kepler-624 b,2441,5.95 Earths,13.637,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4676/kepler-624-b/
3859,Kepler-625 b,2481,4.62 Earths,13.395,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4677/kepler-625-b/
3860,Kepler-625 c,2481,1.16 Earths,13.395,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4678/kepler-625-c/
